period_id,jurisdiction,overdose_category,rate_per_10000_ed_visits
WB9kCj4E,NM,all_opioids,17.44
WB9kCj4E,NM,all_stimulants,7.69
WB9kCj4E,NM,heroin,0.81
WB9kCj4E,NM,fentanyl,8.75
WB9kCj4E,NM,cocaine,2.83
WB9kCj4E,NM,methamphetamine,3.93
WB9kCj4E,NM,benzodiazepine,2.92
WB9kCj4E,NV,all_drugs,27.64
WB9kCj4E,NV,all_opioids,13.33
WB9kCj4E,NV,all_stimulants,4.87
WB9kCj4E,NV,heroin,0.54
WB9kCj4E,NV,fentanyl,4.29
WB9kCj4E,NV,cocaine,2.2
WB9kCj4E,NV,methamphetamine,2.46
WB9kCj4E,NV,benzodiazepine,2.31
WB9kCj4E,NY,all_drugs,18.32
WB9kCj4E,NY,all_opioids,9.2
WB9kCj4E,NY,all_stimulants,2.88
WB9kCj4E,NY,heroin,0.34
WB9kCj4E,NY,fentanyl,3.7
WB9kCj4E,NY,cocaine,2.24
WB9kCj4E,NY,methamphetamine,1.69
WB9kCj4E,NY,benzodiazepine,1.4
WB9kCj4E,OH,all_drugs,50.31
WB9kCj4E,OH,all_opioids,16.9
WB9kCj4E,OH,all_stimulants,9.5
WB9kCj4E,OH,heroin,0.99
WB9kCj4E,OH,fentanyl,11.28
WB9kCj4E,OH,cocaine,2.82
WB9kCj4E,OH,methamphetamine,4.52
WB9kCj4E,OH,benzodiazepine,4.21
WB9kCj4E,OK,all_drugs,23.64
WB9kCj4E,OK,all_opioids,11.55
WB9kCj4E,OK,all_stimulants,3.87
WB9kCj4E,OK,heroin,0.49
WB9kCj4E,OK,fentanyl,4.87
WB9kCj4E,OK,cocaine,2.34
WB9kCj4E,OK,methamphetamine,2.17
WB9kCj4E,OK,benzodiazepine,1.11
WB9kCj4E,OR,all_drugs,31.17
WB9kCj4E,OR,all_opioids,11.6
WB9kCj4E,OR,all_stimulants,5.45
WB9kCj4E,OR,heroin,0.41
WB9kCj4E,OR,fentanyl,7.76
WB9kCj4E,OR,cocaine,2.22
WB9kCj4E,OR,methamphetamine,3.42
WB9kCj4E,OR,benzodiazepine,1.91
WB9kCj4E,PA,all_drugs,27.2
WB9kCj4E,PA,all_opioids,17.01
WB9kCj4E,PA,all_stimulants,6.53
WB9kCj4E,PA,heroin,0.59
WB9kCj4E,PA,fentanyl,5.76
WB9kCj4E,PA,cocaine,2.56
WB9kCj4E,PA,methamphetamine,3.36
WB9kCj4E,PA,benzodiazepine,1.88
WB9kCj4E,RI,all_drugs,21.78
WB9kCj4E,RI,all_opioids,9.98
WB9kCj4E,RI,all_stimulants,5.0
WB9kCj4E,RI,heroin,0.55
WB9kCj4E,RI,fentanyl,5.11
WB9kCj4E,RI,cocaine,1.85
WB9kCj4E,RI,methamphetamine,3.35
WB9kCj4E,RI,benzodiazepine,1.64
WB9kCj4E,SC,all_drugs,24.94
WB9kCj4E,SC,all_opioids,10.92
WB9kCj4E,SC,all_stimulants,5.14
WB9kCj4E,SC,heroin,0.49
WB9kCj4E,SC,fentanyl,6.59
WB9kCj4E,SC,cocaine,2.37
WB9kCj4E,SC,methamphetamine,2.98
WB9kCj4E,SC,benzodiazepine,2.2
WB9kCj4E,SD,all_drugs,17.31
WB9kCj4E,SD,all_opioids,7.97
WB9kCj4E,SD,all_stimulants,4.09
WB9kCj4E,SD,heroin,0.27
WB9kCj4E,SD,fentanyl,5.21
WB9kCj4E,SD,cocaine,1.35
WB9kCj4E,SD,methamphetamine,1.59
WB9kCj4E,SD,benzodiazepine,1.02
WB9kCj4E,TN,all_drugs,32.5
WB9kCj4E,TN,all_opioids,20.34
WB9kCj4E,TN,all_stimulants,11.06
WB9kCj4E,TN,heroin,0.69
WB9kCj4E,TN,fentanyl,9.38
WB9kCj4E,TN,cocaine,3.55
WB9kCj4E,TN,methamphetamine,4.54
WB9kCj4E,TN,benzodiazepine,3.89
WB9kCj4E,TX,all_drugs,19.4
WB9kCj4E,TX,all_opioids,6.85
WB9kCj4E,TX,all_stimulants,3.56
WB9kCj4E,TX,heroin,0.33
WB9kCj4E,TX,fentanyl,3.55
WB9kCj4E,TX,cocaine,1.15
WB9kCj4E,TX,methamphetamine,1.39
WB9kCj4E,TX,benzodiazepine,1.37
WB9kCj4E,UT,all_drugs,21.11
WB9kCj4E,UT,all_opioids,7.74
WB9kCj4E,UT,all_stimulants,3.86
WB9kCj4E,UT,heroin,0.4
WB9kCj4E,UT,fentanyl,2.99
WB9kCj4E,UT,cocaine,1.44
WB9kCj4E,UT,methamphetamine,2.32
WB9kCj4E,UT,benzodiazepine,1.37
WB9kCj4E,VA,all_drugs,21.33
WB9kCj4E,VA,all_opioids,11.74
WB9kCj4E,VA,all_stimulants,6.18
WB9kCj4E,VA,heroin,0.3
WB9kCj4E,VA,fentanyl,5.95
WB9kCj4E,VA,cocaine,2.11
WB9kCj4E,VA,methamphetamine,1.94
WB9kCj4E,VA,benzodiazepine,1.92
WB9kCj4E,VT,all_drugs,29.02
WB9kCj4E,VT,all_opioids,13.26
WB9kCj4E,VT,all_stimulants,5.86
WB9kCj4E,VT,heroin,0.48
WB9kCj4E,VT,fentanyl,5.23
WB9kCj4E,VT,cocaine,2.31
WB9kCj4E,VT,methamphetamine,3.34
WB9kCj4E,VT,benzodiazepine,2.27
WB9kCj4E,WA,all_drugs,19.55
WB9kCj4E,WA,all_opioids,7.49
WB9kCj4E,WA,all_stimulants,3.89
WB9kCj4E,WA,heroin,0.42
WB9kCj4E,WA,fentanyl,4.79
WB9kCj4E,WA,cocaine,1.6
WB9kCj4E,WA,methamphetamine,1.2
WB9kCj4E,WA,benzodiazepine,1.31
WB9kCj4E,WI,all_drugs,20.15
WB9kCj4E,WI,all_opioids,8.43
WB9kCj4E,WI,all_stimulants,4.26
WB9kCj4E,WI,heroin,0.46
WB9kCj4E,WI,fentanyl,4.87
WB9kCj4E,WI,cocaine,2.17
WB9kCj4E,WI,methamphetamine,1.68
WB9kCj4E,WI,benzodiazepine,1.53
WB9kCj4E,WV,all_drugs,44.82
WB9kCj4E,WV,all_opioids,26.58
WB9kCj4E,WV,all_stimulants,11.13
WB9kCj4E,WV,heroin,1.43
WB9kCj4E,WV,fentanyl,15.14
WB9kCj4E,WV,cocaine,6.34
WB9kCj4E,WV,methamphetamine,5.91
WB9kCj4E,WV,benzodiazepine,3.96
WB9kCj4E,WY,all_drugs,14.97
WB9kCj4E,WY,all_opioids,8.31
WB9kCj4E,WY,all_stimulants,4.72
WB9kCj4E,WY,heroin,0.36
WB9kCj4E,WY,fentanyl,3.79
WB9kCj4E,WY,cocaine,1.5
WB9kCj4E,WY,methamphetamine,1.77
WB9kCj4E,WY,benzodiazepine,1.71
4VCAqmuO,AK,all_drugs,22.55
4VCAqmuO,AK,all_opioids,10.47
4VCAqmuO,AK,all_stimulants,3.14
4VCAqmuO,AK,heroin,0.47
4VCAqmuO,AK,fentanyl,4.51
4VCAqmuO,AK,cocaine,2.07
4VCAqmuO,AK,methamphetamine,2.31
4VCAqmuO,AK,benzodiazepine,1.22
4VCAqmuO,AL,all_drugs,27.45
4VCAqmuO,AL,all_opioids,10.46
4VCAqmuO,AL,all_stimulants,5.33
4VCAqmuO,AL,heroin,0.64
4VCAqmuO,AL,fentanyl,3.9
4VCAqmuO,AL,cocaine,2.1
4VCAqmuO,AL,methamphetamine,2.52
4VCAqmuO,AL,benzodiazepine,1.65
4VCAqmuO,AR,all_drugs,20.34
4VCAqmuO,AR,all_opioids,7.26
4VCAqmuO,AR,all_stimulants,4.66
4VCAqmuO,AR,heroin,0.54
4VCAqmuO,AR,fentanyl,3.8
4VCAqmuO,AR,cocaine,1.69
4VCAqmuO,AR,methamphetamine,2.05
4VCAqmuO,AR,benzodiazepine,1.39
4VCAqmuO,AZ,all_drugs,19.21
4VCAqmuO,AZ,all_opioids,6.37
4VCAqmuO,AZ,all_stimulants,4.62
4VCAqmuO,AZ,heroin,0.48
4VCAqmuO,AZ,fentanyl,3.35
4VCAqmuO,AZ,cocaine,1.02
4VCAqmuO,AZ,methamphetamine,2.11
4VCAqmuO,AZ,benzodiazepine,1.5
4VCAqmuO,CA,all_drugs,17.83
4VCAqmuO,CA,all_opioids,8.78
4VCAqmuO,CA,all_stimulants,3.9
4VCAqmuO,CA,heroin,0.44
4VCAqmuO,CA,fentanyl,3.47
4VCAqmuO,CA,cocaine,1.36
4VCAqmuO,CA,methamphetamine,1.75
4VCAqmuO,CA,benzodiazepine,1.5
4VCAqmuO,CO,all_drugs,18.9
4VCAqmuO,CO,all_opioids,10.55
4VCAqmuO,CO,all_stimulants,4.05
4VCAqmuO,CO,heroin,0.51
4VCAqmuO,CO,fentanyl,5.45
4VCAqmuO,CO,cocaine,2.01
4VCAqmuO,CO,methamphetamine,2.28
4VCAqmuO,CO,benzodiazepine,1.22
4VCAqmuO,CT,all_drugs,25.51
4VCAqmuO,CT,all_opioids,8.53
4VCAqmuO,CT,all_stimulants,3.71
4VCAqmuO,CT,heroin,0.32
4VCAqmuO,CT,fentanyl,4.2
4VCAqmuO,CT,cocaine,1.35
4VCAqmuO,CT,methamphetamine,1.94
4VCAqmuO,CT,benzodiazepine,1.14
4VCAqmuO,DC,all_drugs,34.13
4VCAqmuO,DC,all_opioids,13.1
4VCAqmuO,DC,all_stimulants,7.21
4VCAqmuO,DC,heroin,0.57
4VCAqmuO,DC,fentanyl,6.92
4VCAqmuO,DC,cocaine,1.65
4VCAqmuO,DC,methamphetamine,2.63
4VCAqmuO,DC,benzodiazepine,1.75
4VCAqmuO,DE,all_drugs,28.66
4VCAqmuO,DE,all_opioids,12.75
4VCAqmuO,DE,all_stimulants,5.3
4VCAqmuO,DE,heroin,0.62
4VCAqmuO,DE,fentanyl,5.99
4VCAqmuO,DE,cocaine,2.63
4VCAqmuO,DE,methamphetamine,3.43
4VCAqmuO,DE,benzodiazepine,2.31
4VCAqmuO,FL,all_drugs,19.18
4VCAqmuO,FL,all_opioids,5.72
4VCAqmuO,FL,all_stimulants,3.05
4VCAqmuO,FL,heroin,0.45
4VCAqmuO,FL,fentanyl,3.58
4VCAqmuO,FL,cocaine,1.19
4VCAqmuO,FL,methamphetamine,1.77
4VCAqmuO,FL,benzodiazepine,1.08
4VCAqmuO,GA,all_drugs,20.35
4VCAqmuO,GA,all_opioids,11.13
4VCAqmuO,GA,all_stimulants,4.61
4VCAqmuO,GA,heroin,0.53
4VCAqmuO,GA,fentanyl,4.41
4VCAqmuO,GA,cocaine,1.62
4VCAqmuO,GA,methamphetamine,2.06
4VCAqmuO,GA,benzodiazepine,1.93
4VCAqmuO,HI,all_drugs,13.93
4VCAqmuO,HI,all_opioids,6.92
4VCAqmuO,HI,all_stimulants,2.9
4VCAqmuO,HI,heroin,0.31
4VCAqmuO,HI,fentanyl,2.11
4VCAqmuO,HI,cocaine,0.97
4VCAqmuO,HI,methamphetamine,1.15
4VCAqmuO,HI,benzodiazepine,0.86
4VCAqmuO,IA,all_drugs,19.82
4VCAqmuO,IA,all_opioids,8.91
4VCAqmuO,IA,all_stimulants,4.6
4VCAqmuO,IA,heroin,0.38
4VCAqmuO,IA,fentanyl,4.47
4VCAqmuO,IA,cocaine,1.8
4VCAqmuO,IA,methamphetamine,1.58
4VCAqmuO,IA,benzodiazepine,1.33
4VCAqmuO,ID,all_drugs,22.77
4VCAqmuO,ID,all_opioids,8.56
4VCAqmuO,ID,all_stimulants,3.76
4VCAqmuO,ID,heroin,0.43
4VCAqmuO,ID,fentanyl,2.59
4VCAqmuO,ID,cocaine,1.63
4VCAqmuO,ID,methamphetamine,1.63
4VCAqmuO,ID,benzodiazepine,1.16
4VCAqmuO,IL,all_drugs,22.46
4VCAqmuO,IL,all_opioids,7.44
4VCAqmuO,IL,all_stimulants,4.73
4VCAqmuO,IL,heroin,0.57
4VCAqmuO,IL,fentanyl,4.14
4VCAqmuO,IL,cocaine,1.76
4VCAqmuO,IL,methamphetamine,1.65
4VCAqmuO,IL,benzodiazepine,1.69
4VCAqmuO,IN,all_drugs,29.61
4VCAqmuO,IN,all_opioids,13.47
4VCAqmuO,IN,all_stimulants,6.19
4VCAqmuO,IN,heroin,0.65
4VCAqmuO,IN,fentanyl,4.64
4VCAqmuO,IN,cocaine,2.77
4VCAqmuO,IN,methamphetamine,3.02
4VCAqmuO,IN,benzodiazepine,1.91
4VCAqmuO,KS,all_drugs,18.34
4VCAqmuO,KS,all_opioids,9.24
4VCAqmuO,KS,all_stimulants,4.05
4VCAqmuO,KS,heroin,0.4
4VCAqmuO,KS,fentanyl,2.8
4VCAqmuO,KS,cocaine,1.16
4VCAqmuO,KS,methamphetamine,1.56
4VCAqmuO,KS,benzodiazepine,1.52
4VCAqmuO,KY,all_drugs,39.33
4VCAqmuO,KY,all_opioids,18.09
4VCAqmuO,KY,all_stimulants,8.01
4VCAqmuO,KY,heroin,1.02
4VCAqmuO,KY,fentanyl,9.2
4VCAqmuO,KY,cocaine,3.0
4VCAqmuO,KY,methamphetamine,4.88
4VCAqmuO,KY,benzodiazepine,3.11
4VCAqmuO,LA,all_drugs,28.97
4VCAqmuO,LA,all_opioids,7.83
4VCAqmuO,LA,all_stimulants,5.23
4VCAqmuO,LA,heroin,0.64
4VCAqmuO,LA,fentanyl,4.14
4VCAqmuO,LA,cocaine,1.67
4VCAqmuO,LA,methamphetamine,1.73
4VCAqmuO,LA,benzodiazepine,1.31
4VCAqmuO,MA,all_drugs,26.88
4VCAqmuO,MA,all_opioids,12.13
4VCAqmuO,MA,all_stimulants,4.08
4VCAqmuO,MA,heroin,0.9
4VCAqmuO,MA,fentanyl,5.39
4VCAqmuO,MA,cocaine,2.28
4VCAqmuO,MA,methamphetamine,2.31
4VCAqmuO,MA,benzodiazepine,1.86
4VCAqmuO,MD,all_drugs,38.16
4VCAqmuO,MD,all_opioids,18.14
4VCAqmuO,MD,all_stimulants,8.05
4VCAqmuO,MD,heroin,1.13
4VCAqmuO,MD,fentanyl,8.7
4VCAqmuO,MD,cocaine,3.74
4VCAqmuO,MD,methamphetamine,3.82
4VCAqmuO,MD,benzodiazepine,3.0
4VCAqmuO,ME,all_drugs,33.31
4VCAqmuO,ME,all_opioids,17.89
4VCAqmuO,ME,all_stimulants,7.25
4VCAqmuO,ME,heroin,0.84
4VCAqmuO,ME,fentanyl,7.01
4VCAqmuO,ME,cocaine,2.86
4VCAqmuO,ME,methamphetamine,3.3
4VCAqmuO,ME,benzodiazepine,2.47
4VCAqmuO,MI,all_drugs,21.11
4VCAqmuO,MI,all_opioids,11.56
4VCAqmuO,MI,all_stimulants,5.18
4VCAqmuO,MI,heroin,0.73
4VCAqmuO,MI,fentanyl,4.37
4VCAqmuO,MI,cocaine,2.13
4VCAqmuO,MI,methamphetamine,1.56
4VCAqmuO,MI,benzodiazepine,1.87
4VCAqmuO,MN,all_drugs,12.75
4VCAqmuO,MN,all_opioids,6.26
4VCAqmuO,MN,all_stimulants,3.43
4VCAqmuO,MN,heroin,0.37
4VCAqmuO,MN,fentanyl,3.02
4VCAqmuO,MN,cocaine,1.27
4VCAqmuO,MN,methamphetamine,1.72
4VCAqmuO,MN,benzodiazepine,1.01
4VCAqmuO,MO,all_drugs,28.57
4VCAqmuO,MO,all_opioids,12.22
4VCAqmuO,MO,all_stimulants,6.47
4VCAqmuO,MO,heroin,0.81
4VCAqmuO,MO,fentanyl,4.36
4VCAqmuO,MO,cocaine,2.8
4VCAqmuO,MO,methamphetamine,2.49
4VCAqmuO,MO,benzodiazepine,2.15
4VCAqmuO,MS,all_drugs,19.8
4VCAqmuO,MS,all_opioids,10.95
4VCAqmuO,MS,all_stimulants,6.37
4VCAqmuO,MS,heroin,0.59
4VCAqmuO,MS,fentanyl,4.48
4VCAqmuO,MS,cocaine,1.87
4VCAqmuO,MS,methamphetamine,1.71
4VCAqmuO,MS,benzodiazepine,2.02
4VCAqmuO,MT,all_drugs,18.09
4VCAqmuO,MT,all_opioids,6.55
4VCAqmuO,MT,all_stimulants,2.93
4VCAqmuO,MT,heroin,0.43
4VCAqmuO,MT,fentanyl,4.11
4VCAqmuO,MT,cocaine,1.2
4VCAqmuO,MT,methamphetamine,1.92
4VCAqmuO,MT,benzodiazepine,1.23
4VCAqmuO,NC,all_drugs,19.83
4VCAqmuO,NC,all_opioids,9.64
4VCAqmuO,NC,all_stimulants,5.82
4VCAqmuO,NC,heroin,0.46
4VCAqmuO,NC,fentanyl,4.28
4VCAqmuO,NC,cocaine,2.21
4VCAqmuO,NC,methamphetamine,2.26
4VCAqmuO,NC,benzodiazepine,1.46
4VCAqmuO,ND,all_drugs,17.58
4VCAqmuO,ND,all_opioids,7.96
4VCAqmuO,ND,all_stimulants,3.22
4VCAqmuO,ND,heroin,0.35
4VCAqmuO,ND,fentanyl,2.99
4VCAqmuO,ND,cocaine,1.35
4VCAqmuO,ND,methamphetamine,1.17
4VCAqmuO,ND,benzodiazepine,1.33
4VCAqmuO,NE,all_drugs,20.48
4VCAqmuO,NE,all_opioids,7.08
4VCAqmuO,NE,all_stimulants,3.44
4VCAqmuO,NE,heroin,0.48
4VCAqmuO,NE,fentanyl,4.41
4VCAqmuO,NE,cocaine,1.69
4VCAqmuO,NE,methamphetamine,1.15
4VCAqmuO,NE,benzodiazepine,1.12
4VCAqmuO,NH,all_drugs,35.09
4VCAqmuO,NH,all_opioids,13.6
4VCAqmuO,NH,all_stimulants,8.27
4VCAqmuO,NH,heroin,1.02
4VCAqmuO,NH,fentanyl,5.98
4VCAqmuO,NH,cocaine,2.67
4VCAqmuO,NH,methamphetamine,2.75
4VCAqmuO,NH,benzodiazepine,2.28
4VCAqmuO,NJ,all_drugs,16.7
4VCAqmuO,NJ,all_opioids,8.89
4VCAqmuO,NJ,all_stimulants,3.0
4VCAqmuO,NJ,heroin,0.26
4VCAqmuO,NJ,fentanyl,2.74
4VCAqmuO,NJ,cocaine,1.23
4VCAqmuO,NJ,methamphetamine,1.48
4VCAqmuO,NJ,benzodiazepine,1.28
4VCAqmuO,NM,all_drugs,30.57
4VCAqmuO,NM,all_opioids,13.43
4VCAqmuO,NM,all_stimulants,6.28
4VCAqmuO,NM,heroin,0.76
4VCAqmuO,NM,fentanyl,6.98
4VCAqmuO,NM,cocaine,2.79
4VCAqmuO,NM,methamphetamine,3.82
4VCAqmuO,NM,benzodiazepine,2.24
4VCAqmuO,NV,all_drugs,23.62
4VCAqmuO,NV,all_opioids,10.31
4VCAqmuO,NV,all_stimulants,5.6
4VCAqmuO,NV,heroin,0.61
4VCAqmuO,NV,fentanyl,6.03
4VCAqmuO,NV,cocaine,1.73
4VCAqmuO,NV,methamphetamine,2.35
4VCAqmuO,NV,benzodiazepine,1.64
4VCAqmuO,NY,all_drugs,14.89
4VCAqmuO,NY,all_opioids,8.12
4VCAqmuO,NY,all_stimulants,4.6
4VCAqmuO,NY,heroin,0.4
4VCAqmuO,NY,fentanyl,3.73
4VCAqmuO,NY,cocaine,1.23
4VCAqmuO,NY,methamphetamine,1.35
4VCAqmuO,NY,benzodiazepine,1.16
4VCAqmuO,OH,all_drugs,44.76
4VCAqmuO,OH,all_opioids,20.29
4VCAqmuO,OH,all_stimulants,9.27
4VCAqmuO,OH,heroin,0.9
4VCAqmuO,OH,fentanyl,9.08
4VCAqmuO,OH,cocaine,4.34
4VCAqmuO,OH,methamphetamine,3.63
4VCAqmuO,OH,benzodiazepine,3.27
4VCAqmuO,OK,all_drugs,22.05
4VCAqmuO,OK,all_opioids,8.39
4VCAqmuO,OK,all_stimulants,4.44
4VCAqmuO,OK,heroin,0.41
4VCAqmuO,OK,fentanyl,5.0
4VCAqmuO,OK,cocaine,1.87
4VCAqmuO,OK,methamphetamine,2.02
4VCAqmuO,OK,benzodiazepine,1.78
4VCAqmuO,OR,all_drugs,25.55
4VCAqmuO,OR,all_opioids,10.97
4VCAqmuO,OR,all_stimulants,6.48
4VCAqmuO,OR,heroin,0.86
4VCAqmuO,OR,fentanyl,5.03
4VCAqmuO,OR,cocaine,2.22
4VCAqmuO,OR,methamphetamine,2.95
4VCAqmuO,OR,benzodiazepine,1.91
4VCAqmuO,PA,all_drugs,33.46
4VCAqmuO,PA,all_opioids,15.44
4VCAqmuO,PA,all_stimulants,5.63
4VCAqmuO,PA,heroin,0.82
4VCAqmuO,PA,fentanyl,6.41
4VCAqmuO,PA,cocaine,2.11
4VCAqmuO,PA,methamphetamine,2.49
4VCAqmuO,PA,benzodiazepine,2.0
4VCAqmuO,RI,all_drugs,26.25
4VCAqmuO,RI,all_opioids,11.86
4VCAqmuO,RI,all_stimulants,5.13
4VCAqmuO,RI,heroin,0.61
4VCAqmuO,RI,fentanyl,5.11
4VCAqmuO,RI,cocaine,2.02
4VCAqmuO,RI,methamphetamine,2.32
4VCAqmuO,RI,benzodiazepine,1.78
4VCAqmuO,SC,all_drugs,19.7
4VCAqmuO,SC,all_opioids,9.9
4VCAqmuO,SC,all_stimulants,4.22
4VCAqmuO,SC,heroin,0.73
4VCAqmuO,SC,fentanyl,6.5
4VCAqmuO,SC,cocaine,1.41
4VCAqmuO,SC,methamphetamine,2.93
4VCAqmuO,SC,benzodiazepine,1.82
4VCAqmuO,SD,all_drugs,18.8
4VCAqmuO,SD,all_opioids,7.9
4VCAqmuO,SD,all_stimulants,3.97
4VCAqmuO,SD,heroin,0.42
4VCAqmuO,SD,fentanyl,2.71
4VCAqmuO,SD,cocaine,1.35
4VCAqmuO,SD,methamphetamine,1.67
4VCAqmuO,SD,benzodiazepine,1.14
4VCAqmuO,TN,all_drugs,42.19
4VCAqmuO,TN,all_opioids,17.11
4VCAqmuO,TN,all_stimulants,6.99
4VCAqmuO,TN,heroin,0.8
4VCAqmuO,TN,fentanyl,7.54
4VCAqmuO,TN,cocaine,3.32
4VCAqmuO,TN,methamphetamine,2.58
4VCAqmuO,TN,benzodiazepine,2.44
4VCAqmuO,TX,all_drugs,10.76
4VCAqmuO,TX,all_opioids,6.27
4VCAqmuO,TX,all_stimulants,3.62
4VCAqmuO,TX,heroin,0.32
4VCAqmuO,TX,fentanyl,3.54
4VCAqmuO,TX,cocaine,1.84
4VCAqmuO,TX,methamphetamine,1.78
4VCAqmuO,TX,benzodiazepine,1.13
4VCAqmuO,UT,all_drugs,19.51
4VCAqmuO,UT,all_opioids,6.18
4VCAqmuO,UT,all_stimulants,2.64
4VCAqmuO,UT,heroin,0.43
4VCAqmuO,UT,fentanyl,3.82
4VCAqmuO,UT,cocaine,1.69
4VCAqmuO,UT,methamphetamine,1.5
4VCAqmuO,UT,benzodiazepine,1.28
4VCAqmuO,VA,all_drugs,25.56
4VCAqmuO,VA,all_opioids,11.01
4VCAqmuO,VA,all_stimulants,4.94
4VCAqmuO,VA,heroin,0.54
4VCAqmuO,VA,fentanyl,5.43
4VCAqmuO,VA,cocaine,2.16
4VCAqmuO,VA,methamphetamine,2.21
4VCAqmuO,VA,benzodiazepine,1.98
4VCAqmuO,VT,all_drugs,33.24
4VCAqmuO,VT,all_opioids,14.28
4VCAqmuO,VT,all_stimulants,4.86
4VCAqmuO,VT,heroin,0.73
4VCAqmuO,VT,fentanyl,5.19
4VCAqmuO,VT,cocaine,2.45
4VCAqmuO,VT,methamphetamine,2.36
4VCAqmuO,VT,benzodiazepine,2.47
4VCAqmuO,WA,all_drugs,21.46
4VCAqmuO,WA,all_opioids,10.13
4VCAqmuO,WA,all_stimulants,4.45
4VCAqmuO,WA,heroin,0.46
4VCAqmuO,WA,fentanyl,3.75
4VCAqmuO,WA,cocaine,2.03
4VCAqmuO,WA,methamphetamine,1.78
4VCAqmuO,WA,benzodiazepine,1.1
4VCAqmuO,WI,all_drugs,24.31
4VCAqmuO,WI,all_opioids,9.71
4VCAqmuO,WI,all_stimulants,5.18
4VCAqmuO,WI,heroin,0.55
4VCAqmuO,WI,fentanyl,4.4
4VCAqmuO,WI,cocaine,2.18
4VCAqmuO,WI,methamphetamine,1.54
4VCAqmuO,WI,benzodiazepine,1.39
4VCAqmuO,WV,all_drugs,53.26
4VCAqmuO,WV,all_opioids,18.54
4VCAqmuO,WV,all_stimulants,13.9
4VCAqmuO,WV,heroin,1.41
4VCAqmuO,WV,fentanyl,14.57
4VCAqmuO,WV,cocaine,5.46
4VCAqmuO,WV,methamphetamine,6.37
4VCAqmuO,WV,benzodiazepine,4.12
4VCAqmuO,WY,all_drugs,15.3
4VCAqmuO,WY,all_opioids,7.88
4VCAqmuO,WY,all_stimulants,3.93
4VCAqmuO,WY,heroin,0.43
4VCAqmuO,WY,fentanyl,3.23
4VCAqmuO,WY,cocaine,1.19
4VCAqmuO,WY,methamphetamine,1.69
4VCAqmuO,WY,benzodiazepine,1.14
wa7tAVQg,AK,all_drugs,13.82
wa7tAVQg,AK,all_opioids,8.19
wa7tAVQg,AK,all_stimulants,4.18
wa7tAVQg,AK,heroin,0.11
wa7tAVQg,AK,fentanyl,6.14
wa7tAVQg,AK,cocaine,1.97
wa7tAVQg,AK,methamphetamine,1.98
wa7tAVQg,AK,benzodiazepine,1.39
wa7tAVQg,AL,all_drugs,24.59
wa7tAVQg,AL,all_opioids,11.14
wa7tAVQg,AL,all_stimulants,5.67
wa7tAVQg,AL,heroin,0.12
wa7tAVQg,AL,fentanyl,6.41
wa7tAVQg,AL,cocaine,2.35
wa7tAVQg,AL,methamphetamine,3.02
wa7tAVQg,AL,benzodiazepine,2.02
wa7tAVQg,AR,all_drugs,20.7
wa7tAVQg,AR,all_opioids,9.14
wa7tAVQg,AR,all_stimulants,5.02
wa7tAVQg,AR,heroin,0.1
wa7tAVQg,AR,fentanyl,5.14
wa7tAVQg,AR,cocaine,2.24
wa7tAVQg,AR,methamphetamine,2.23
wa7tAVQg,AR,benzodiazepine,1.9
wa7tAVQg,AZ,all_drugs,18.61
wa7tAVQg,AZ,all_opioids,9.4
wa7tAVQg,AZ,all_stimulants,5.07
wa7tAVQg,AZ,heroin,0.11
wa7tAVQg,AZ,fentanyl,4.92
wa7tAVQg,AZ,cocaine,2.0
wa7tAVQg,AZ,methamphetamine,2.53
wa7tAVQg,AZ,benzodiazepine,1.18
wa7tAVQg,CA,all_drugs,21.18
wa7tAVQg,CA,all_opioids,10.1
wa7tAVQg,CA,all_stimulants,4.75
wa7tAVQg,CA,heroin,0.1
wa7tAVQg,CA,fentanyl,5.19
wa7tAVQg,CA,cocaine,1.61
wa7tAVQg,CA,methamphetamine,2.01
wa7tAVQg,CA,benzodiazepine,1.59
wa7tAVQg,CO,all_drugs,16.01
wa7tAVQg,CO,all_opioids,7.04
wa7tAVQg,CO,all_stimulants,4.35
wa7tAVQg,CO,heroin,0.11
wa7tAVQg,CO,fentanyl,4.61
wa7tAVQg,CO,cocaine,1.82
wa7tAVQg,CO,methamphetamine,2.24
wa7tAVQg,CO,benzodiazepine,1.31
wa7tAVQg,CT,all_drugs,11.89
wa7tAVQg,CT,all_opioids,7.09
wa7tAVQg,CT,all_stimulants,4.81
wa7tAVQg,CT,heroin,0.11
wa7tAVQg,CT,fentanyl,5.69
wa7tAVQg,CT,cocaine,2.05
wa7tAVQg,CT,methamphetamine,2.06
wa7tAVQg,CT,benzodiazepine,1.35
wa7tAVQg,DC,all_drugs,27.73
wa7tAVQg,DC,all_opioids,11.35
wa7tAVQg,DC,all_stimulants,7.36
wa7tAVQg,DC,heroin,0.15
wa7tAVQg,DC,fentanyl,8.85
wa7tAVQg,DC,cocaine,2.45
wa7tAVQg,DC,methamphetamine,3.7
wa7tAVQg,DC,benzodiazepine,2.81
wa7tAVQg,DE,all_drugs,30.24
wa7tAVQg,DE,all_opioids,14.4
wa7tAVQg,DE,all_stimulants,6.37
wa7tAVQg,DE,heroin,0.18
wa7tAVQg,DE,fentanyl,9.92
wa7tAVQg,DE,cocaine,2.78
wa7tAVQg,DE,methamphetamine,3.96
