period_id,jurisdiction,unemployment_rate,labor_force,temp_avg_f,precip_in,gtrends_overdose,gtrends_fentanyl,gtrends_naloxone,gtrends_opioid,gtrends_methamphetamine,state_doh_release
27DK2m8F,SD,2.8,468820.0,55.0,2.25,50.32,37.97,32.51,49.39,26.71,"South Dakota Department of Health Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 242 new buprenorphine-prescribing clinicians to the South Dakota treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
27DK2m8F,TN,4.9,3328130.0,64.1,4.27,71.88,54.24,46.44,70.56,38.16,"Tennessee Department of Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Maricopa, Allegheny counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $4,700,000 CDC Overdose Data to Action grant administered by the Department's behavioral health division. --- Tennessee Department of Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Tennessee health officials are alerting clinicians, first responders, and the public to a recent cluster of 16 suspected nonfatal overdose events reported in the Memphis area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for methamphetamine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Tennessee Good Samaritan law provides limited protection from prosecution for those seeking help. --- Tennessee Department of Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Tennessee continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 35 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications."
27DK2m8F,TX,6.0,14311166.0,71.9,6.19,52.71,39.78,34.06,51.74,27.98,"Texas Department of State Health Services Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Texas health officials are alerting clinicians, first responders, and the public to a recent cluster of 19 suspected nonfatal overdose events reported in the San Antonio area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for benzodiazepine analogues. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Texas Good Samaritan law provides limited protection from prosecution for those seeking help. --- Texas Department of State Health Services Reminds Residents of 911 Good Samaritan Overdose Protections
Under Texas law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
27DK2m8F,UT,2.9,1682606.0,57.1,0.34,52.71,39.78,34.06,51.74,27.98,
27DK2m8F,VA,4.2,4314973.0,62.3,2.2,59.9,45.2,38.7,58.8,31.8,"Virginia Department of Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Virginia continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 23 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications. --- Virginia Department of Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Virginia health officials are alerting clinicians, first responders, and the public to a recent cluster of 15 suspected nonfatal overdose events reported in the Richmond area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for benzodiazepine analogues. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Virginia Good Samaritan law provides limited protection from prosecution for those seeking help. --- Virginia Department of Health Reminds Residents of 911 Good Samaritan Overdose Protections
Under Virginia law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
27DK2m8F,VT,3.9,334778.0,53.3,2.51,63.49,47.91,41.02,62.33,33.71,"Vermont Department of Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Jefferson, Suffolk, Kanawha counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $5,000,000 SAMHSA grant administered by the Department's behavioral health division."
27DK2m8F,WA,5.5,3884280.0,52.6,1.23,62.3,47.01,40.25,61.15,33.07,
27DK2m8F,WI,4.1,3112287.0,54.9,2.99,57.5,43.39,37.15,56.45,30.53,"Wisconsin Department of Health Services Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Wisconsin that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 48 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present. --- Wisconsin Department of Health Services Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 272 new buprenorphine-prescribing clinicians to the Wisconsin treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization. --- Wisconsin Department of Health Services Announces Recovery Housing Capacity Expansion
A $4,000,000 State Opioid Response grant will fund approximately 360 additional recovery housing beds across 16 provider organizations in Wisconsin. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards."
27DK2m8F,WV,5.4,773854.0,58.7,3.12,83.86,63.28,54.18,82.32,44.52,
27DK2m8F,WY,4.9,288550.0,48.8,1.73,52.11,39.32,33.67,51.16,27.67,"Wyoming Department of Health Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Wyoming that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 43 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present. --- Wyoming Department of Health Releases Provisional Suspected-Overdose Surveillance Update
Provisional data from the Wyoming syndromic surveillance system indicate stable rates of approximately 4 percent in suspected nonfatal overdose emergency department encounters compared with the same period one year earlier. Surveillance counts are preliminary and subject to revision as additional records are reported and toxicology completes. The Department continues to publish these data monthly through its DOSE-SYS dashboard alongside national CDC data."
xtjIUpyk,AK,4.3,358693.0,,,48.62,58.4,49.3,46.07,29.32,
xtjIUpyk,AL,2.5,2322522.0,82.1,4.0,54.91,65.95,55.68,52.03,33.12,"Alabama Department of Public Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Allegheny, Marion, Fulton counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $4,700,000 SAMHSA grant administered by the Department's behavioral health division."
xtjIUpyk,AR,3.3,1390261.0,81.7,3.13,57.2,68.7,58.0,54.2,34.5,
xtjIUpyk,AZ,3.7,3698145.0,80.7,1.83,53.77,64.58,54.52,50.95,32.43,"Arizona Department of Health Services Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from Arizona medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 33 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone."
xtjIUpyk,CA,4.8,19546854.0,75.9,0.75,51.48,61.83,52.2,48.78,31.05,"California Department of Public Health Recognizes International Overdose Awareness Day
Joining communities worldwide, California Department of Public Health recognizes International Overdose Awareness Day. In California, suspected nonfatal overdose emergency department encounters totaled approximately 300 in the most recent month for which CDC DOSE-SYS data are available. The Department reminds the public that drug overdose is preventable: free naloxone, fentanyl test strips where lawful, and connection to medication for opioid use disorder are available through approximately 25 county health departments and partner harm reduction organizations. The Department encourages residents to carry naloxone and to learn the signs of opioid overdose. --- California Department of Public Health Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from California medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 48 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone. --- California Department of Public Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
California health officials are alerting clinicians, first responders, and the public to a recent cluster of 18 suspected nonfatal overdose events reported in the Sacramento area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for xylazine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the California Good Samaritan law provides limited protection from prosecution for those seeking help."
xtjIUpyk,CO,3.3,3235781.0,67.7,2.02,58.34,70.07,59.16,55.28,35.19,"Colorado Department of Public Health and Environment Partners With Schools on Fentanyl Awareness for the New School Year
As students return for the school year, the Department is distributing fentanyl awareness materials to school nurses, counselors, and parent organizations across Colorado. The materials emphasize that any pill obtained from a non-pharmacy source — including pills shared by classmates or purchased through social media — may contain a potentially lethal dose of fentanyl. School-based naloxone training is available to school nurses and athletic trainers, and several districts have stocked naloxone in school health offices."
xtjIUpyk,CT,3.1,1912325.0,69.5,4.72,53.77,64.58,54.52,50.95,32.43,"Connecticut Department of Public Health Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 4 locations across Connecticut, including Bridgeport, Hartford, New Haven. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations. --- Connecticut Department of Public Health Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
Connecticut health officials are alerting clinicians, first responders, and the public to a recent cluster of 23 suspected nonfatal overdose events reported in the Hartford area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for xylazine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the Connecticut Good Samaritan law provides limited protection from prosecution for those seeking help. --- Connecticut Department of Public Health Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 87 new buprenorphine-prescribing clinicians to the Connecticut treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
xtjIUpyk,DC,4.8,407401.0,,,62.92,75.57,63.8,59.62,37.95,"DC Health Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Fulton, Marion, Maricopa, Kanawha counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $3,700,000 Bureau of Justice Assistance grant administered by the Department's behavioral health division."
xtjIUpyk,DE,3.9,511744.0,75.3,2.52,59.49,71.45,60.32,56.37,35.88,
xtjIUpyk,FL,3.0,11070672.0,84.9,6.09,52.62,63.2,53.36,49.86,31.74,
xtjIUpyk,GA,3.3,5390989.0,81.7,6.35,54.34,65.26,55.1,51.49,32.78,
xtjIUpyk,HI,2.8,680419.0,,,42.9,51.53,43.5,40.65,25.88,
xtjIUpyk,IA,3.0,1710096.0,72.5,3.04,49.76,59.77,50.46,47.15,30.02,
xtjIUpyk,ID,3.3,976205.0,65.8,2.12,51.48,61.83,52.2,48.78,31.05,"Idaho Department of Health and Welfare Expands Access to Medication for Opioid Use Disorder
The Department announces the addition of approximately 191 new buprenorphine-prescribing clinicians to the Idaho treatment network as a result of the federal removal of the X-waiver requirement and continued state-led training programs. Buprenorphine, methadone, and extended-release naltrexone remain the first-line treatments for opioid use disorder. Residents seeking medication for opioid use disorder may use the SAMHSA treatment locator at FindTreatment.gov or contact the state addiction services helpline. Medicaid covers all three medications and counseling services without prior authorization."
xtjIUpyk,IL,4.6,6541323.0,73.5,4.01,54.34,65.26,55.1,51.49,32.78,
xtjIUpyk,IN,3.4,3425609.0,71.8,3.84,61.78,74.2,62.64,58.54,37.26,"Indiana Department of Health Announces Recovery Housing Capacity Expansion
A $8,000,000 State Opioid Response grant will fund approximately 213 additional recovery housing beds across 17 provider organizations in Indiana. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards. --- Indiana Department of Health Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from Indiana medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 53 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone."
xtjIUpyk,KS,2.8,1527689.0,78.8,2.89,49.76,59.77,50.46,47.15,30.02,"Kansas Department of Health and Environment Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 19 authorized harm reduction sites across Kansas. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under Kansas statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage. --- Kansas Department of Health and Environment Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Kansas continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 51 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications. --- Kansas Department of Health and Environment Recognizes International Overdose Awareness Day
Joining communities worldwide, Kansas Department of Health and Environment recognizes International Overdose Awareness Day. In Kansas, suspected nonfatal overdose emergency department encounters totaled approximately 720 in the most recent month for which CDC DOSE-SYS data are available. The Department reminds the public that drug overdose is preventable: free naloxone, fentanyl test strips where lawful, and connection to medication for opioid use disorder are available through approximately 29 county health departments and partner harm reduction organizations. The Department encourages residents to carry naloxone and to learn the signs of opioid overdose."
xtjIUpyk,KY,4.3,2057641.0,74.8,4.64,71.5,85.88,72.5,67.75,43.12,"Kentucky Cabinet for Health and Family Services Pilots Drug Checking and Fentanyl Test Strip Distribution
Beginning this month the Department will support a pilot program providing fentanyl test strips and xylazine immunoassay strips through approximately 29 authorized harm reduction sites across Kentucky. Drug checking allows individuals who use drugs to detect adulterants prior to use, an evidence-based intervention shown to reduce overdose risk. Test strips are legal under Kentucky statute when used for harm reduction and are distributed at no cost to the recipient. Site locations are listed on the Department's harm reduction webpage."
xtjIUpyk,LA,3.7,2078287.0,87.9,1.27,53.2,63.89,53.94,50.41,32.08,
xtjIUpyk,MA,3.4,3831242.0,68.5,5.45,65.78,79.0,66.7,62.33,39.67,"Massachusetts Department of Public Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Massachusetts continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 41 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications. --- Massachusetts Department of Public Health Announces Recovery Housing Capacity Expansion
A $5,000,000 State Opioid Response grant will fund approximately 408 additional recovery housing beds across 19 provider organizations in Massachusetts. Recovery housing offers a substance-free living environment for individuals in recovery from opioid and other substance use disorders and is associated with improved treatment retention and reduced overdose recurrence. Funded providers must meet National Alliance for Recovery Residences standards."
xtjIUpyk,MD,2.2,3203608.0,75.0,2.97,62.92,75.57,63.8,59.62,37.95,"Maryland Department of Health Notes Increasing Co-Involvement of Methamphetamine and Fentanyl
Toxicology data from Maryland continue to show increasing co-involvement of methamphetamine and fentanyl in fatal and nonfatal overdose events; approximately 26 percent of fentanyl-positive overdose specimens were also positive for methamphetamine in the most recent quarter. Stimulant-opioid co-use poses unique clinical challenges; naloxone reverses the opioid component but stimulant toxicity may require separate medical management including supportive care and monitoring for cardiovascular complications. --- Maryland Department of Health Reminds Residents of 911 Good Samaritan Overdose Protections
Under Maryland law, individuals who call 911 to report an overdose are protected from prosecution for possession of a controlled substance for personal use. The Department urges anyone witnessing an overdose to call 911 immediately, administer naloxone if available, place the person in the recovery position, and remain with them until emergency responders arrive. Bystander intervention saves lives; hesitation due to fear of arrest is the leading reason calls are delayed."
xtjIUpyk,ME,2.7,697017.0,63.4,6.8,67.5,81.07,68.44,63.96,40.71,"Maine Department of Health and Human Services Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Maine that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 53 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present. --- Maine Department of Health and Human Services Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 4 locations across Maine, including Bangor, Portland, Lewiston. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations. --- Maine Department of Health and Human Services Recognizes International Overdose Awareness Day
Joining communities worldwide, Maine Department of Health and Human Services recognizes International Overdose Awareness Day. In Maine, suspected nonfatal overdose emergency department encounters totaled approximately 1411 in the most recent month for which CDC DOSE-SYS data are available. The Department reminds the public that drug overdose is preventable: free naloxone, fentanyl test strips where lawful, and connection to medication for opioid use disorder are available through approximately 41 county health departments and partner harm reduction organizations. The Department encourages residents to carry naloxone and to learn the signs of opioid overdose."
xtjIUpyk,MI,4.0,5033232.0,65.7,3.81,55.48,66.64,56.26,52.57,33.46,
xtjIUpyk,MN,2.8,3113138.0,67.9,2.31,50.34,60.46,51.04,47.7,30.36,"Minnesota Department of Health Recognizes International Overdose Awareness Day
Joining communities worldwide, Minnesota Department of Health recognizes International Overdose Awareness Day. In Minnesota, suspected nonfatal overdose emergency department encounters totaled approximately 698 in the most recent month for which CDC DOSE-SYS data are available. The Department reminds the public that drug overdose is preventable: free naloxone, fentanyl test strips where lawful, and connection to medication for opioid use disorder are available through approximately 25 county health departments and partner harm reduction organizations. The Department encourages residents to carry naloxone and to learn the signs of opioid overdose. --- Minnesota Department of Health Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 11 locations across Minnesota, including Minneapolis, Saint Paul, Duluth. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations."
xtjIUpyk,MO,3.2,3116709.0,76.5,6.01,61.78,74.2,62.64,58.54,37.26,"Missouri Department of Health and Senior Services Partners With Schools on Fentanyl Awareness for the New School Year
As students return for the school year, the Department is distributing fentanyl awareness materials to school nurses, counselors, and parent organizations across Missouri. The materials emphasize that any pill obtained from a non-pharmacy source — including pills shared by classmates or purchased through social media — may contain a potentially lethal dose of fentanyl. School-based naloxone training is available to school nurses and athletic trainers, and several districts have stocked naloxone in school health offices. --- Missouri Department of Health and Senior Services Announces Expanded Over-the-Counter Naloxone Availability
Following the U.S. Food and Drug Administration approval of over-the-counter naloxone nasal spray, Missouri Department of Health and Senior Services confirms that Narcan is now available without a prescription at participating retail pharmacies statewide, including major chains. The Department continues to operate 149 community distribution sites and supplies free naloxone to approximately 65 community-based organizations through state and federal opioid response funding. Residents may also request free naloxone by mail through the state harm-reduction program. The Department reminds the public that naloxone reverses opioid overdose only and is safe to administer; bystanders cannot harm a person who does not have opioids in their system."
xtjIUpyk,MS,3.1,1250444.0,84.6,1.94,54.91,65.95,55.68,52.03,33.12,"Mississippi State Department of Health Recognizes International Overdose Awareness Day
Joining communities worldwide, Mississippi State Department of Health recognizes International Overdose Awareness Day. In Mississippi, suspected nonfatal overdose emergency department encounters totaled approximately 411 in the most recent month for which CDC DOSE-SYS data are available. The Department reminds the public that drug overdose is preventable: free naloxone, fentanyl test strips where lawful, and connection to medication for opioid use disorder are available through approximately 21 county health departments and partner harm reduction organizations. The Department encourages residents to carry naloxone and to learn the signs of opioid overdose. --- Mississippi State Department of Health Issues Alert on Detection of Nitazene Synthetic Opioids
State public health laboratory results have detected isotonitazene, N-pyrrolidino-protonitazene, and related synthetic opioids in samples submitted from 4 jurisdictions in the past 30 days. Nitazene analogues are extremely potent — some exceeding fentanyl in laboratory potency assays — and may not be reliably detected by point-of-care fentanyl test strips alone. Naloxone remains the recommended reversal agent; multiple sequential doses may be required. Clinicians treating suspected opioid overdose should consider repeat naloxone administration, airway management, and prolonged observation."
xtjIUpyk,MT,2.8,572723.0,66.8,1.74,50.34,60.46,51.04,47.7,30.36,"Montana Department of Public Health and Human Services Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in Montana that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 38 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present."
xtjIUpyk,NC,3.5,5283163.0,77.3,6.1,56.06,67.33,56.84,53.12,33.81,"North Carolina Department of Health and Human Services Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from North Carolina medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 24 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone. --- North Carolina Department of Health and Human Services Issues Public Health Advisory on Cluster of Suspected Fentanyl-Involved Overdoses
North carolina health officials are alerting clinicians, first responders, and the public to a recent cluster of 18 suspected nonfatal overdose events reported in the Durham area. Preliminary toxicology indicates involvement of illicitly manufactured fentanyl, with several specimens also positive for methamphetamine. Naloxone remains the recommended reversal agent; clinicians should be prepared to administer repeat doses given fentanyl potency. Community members are encouraged to obtain naloxone through participating pharmacies or county health departments at no cost. Anyone witnessing an overdose should call 911; the North Carolina Good Samaritan law provides limited protection from prosecution for those seeking help."
xtjIUpyk,ND,2.0,418362.0,67.9,2.4,46.9,56.33,47.56,44.44,28.29,"North Dakota Department of Health and Human Services Opens Naloxone Vending Machines and Harm-Reduction Kiosks
Naloxone vending machines providing free Narcan nasal spray, fentanyl test strips, and overdose education materials are now operational at 17 locations across North Dakota, including Grand Forks, Bismarck, Fargo. The machines operate 24 hours a day and require no identification, prescription, or fee. Use of the machines is anonymous and protected under state public health authority. The Department will continue to expand kiosk placement in partnership with libraries, transit hubs, and community organizations."
xtjIUpyk,NE,2.4,1066957.0,73.8,2.75,49.19,59.08,49.88,46.61,29.67,
xtjIUpyk,NH,2.3,762105.0,64.5,5.83,68.64,82.44,69.6,65.04,41.4,"New Hampshire Department of Health and Human Services Launches Quick Response Teams in Additional Counties
Quick Response Teams (QRTs) consisting of behavioral health peers, paramedics, and law enforcement liaisons will begin operations in Suffolk, Marion, Wayne, Kanawha counties. QRTs follow up with overdose survivors within 72 hours of an emergency response, offering naloxone, fentanyl test strips where authorized, and warm handoffs to medication for opioid use disorder treatment. Funding for the expansion comes from a $2,100,000 CDC Overdose Data to Action grant administered by the Department's behavioral health division."
xtjIUpyk,NJ,4.5,4885787.0,73.2,4.13,50.91,61.14,51.62,48.24,30.7,
xtjIUpyk,NM,3.7,969266.0,75.1,1.69,53.77,64.58,54.52,50.95,32.43,"New Mexico Department of Health Warns of Xylazine Mixed Into Illicit Drug Supply
Toxicology reports from New Mexico medical examiners and law-enforcement seizures continue to show xylazine, a non-opioid veterinary sedative, mixed into the illicit fentanyl supply. Xylazine — also known as 'tranq' — was detected in approximately 40 percent of fentanyl-positive specimens analyzed in the past quarter. Xylazine causes prolonged sedation and can produce severe soft-tissue wounds. Naloxone reverses the opioid component of these mixtures and should still be administered when overdose is suspected. Individuals presenting with non-healing wounds should seek medical evaluation and be screened for substance use treatment options including buprenorphine and methadone. --- New Mexico Department of Health Warns Public of Counterfeit Pills Containing Fentanyl
Tablets sold as oxycodone, hydrocodone, Adderall, and Xanax continue to be seized in New Mexico that, on laboratory analysis, contain illicitly manufactured fentanyl. The Drug Enforcement Administration has reported that approximately 51 percent of counterfeit pills tested nationally contain a potentially lethal dose of fentanyl. Residents are urged to obtain medications only from licensed pharmacies and to assume that any pill obtained from a non-pharmacy source may contain fentanyl regardless of its appearance. Naloxone should be available wherever opioid pills, illicit or otherwise, are present."
